loan_id,customer_id,account_id,loan_product,principal_amount,interest_rate_annual_pct,tenure_months,issue_date,due_date,loan_status
LOAN006878,CUST008621,ACC008621,consumer,1074121,17,10,2024-08-01,2025-05-28,active
LOAN006879,CUST008622,ACC008622,salary_advance,888973,20,15,2025-11-26,2027-02-19,active
LOAN006880,CUST008623,ACC008623,micro_loan,2418603,20,14,2023-09-20,2024-11-13,active
LOAN006881,CUST008624,ACC008624,salary_advance,644702,20,16,2023-03-18,2024-07-10,active
LOAN006882,CUST008625,ACC008625,consumer,1507353,24,16,2025-04-25,2026-08-18,active
LOAN006883,CUST008626,ACC008626,micro_loan,1413033,18,11,2025-02-11,2026-01-07,active
LOAN006884,CUST008628,ACC008628,salary_advance,587019,12,6,2023-03-05,2023-09-01,active
LOAN006885,CUST008629,ACC008629,salary_advance,1934847,16,12,2024-10-05,2025-09-30,active
LOAN006886,CUST008630,ACC008630,salary_advance,994187,23,16,2025-10-30,2027-02-22,active
LOAN006887,CUST008631,ACC008631,micro_loan,2500000,20,6,2023-10-20,2024-04-17,active
LOAN006888,CUST008632,ACC008632,micro_loan,449040,22,16,2023-09-23,2025-01-15,active
LOAN006889,CUST008633,ACC008633,consumer,2500000,25,13,2025-08-26,2026-09-20,active
LOAN006890,CUST008634,ACC008634,salary_advance,789017,20,5,2023-11-20,2024-04-18,active
LOAN006891,CUST008635,ACC008635,consumer,1216620,12,3,2024-01-14,2024-04-13,active
LOAN006892,CUST008636,ACC008636,micro_loan,1159035,24,6,2025-12-18,2026-06-16,active
LOAN006893,CUST008637,ACC008637,consumer,1628905,15,16,2024-04-16,2025-08-09,active
LOAN006894,CUST008638,ACC008638,micro_loan,365433,17,15,2026-03-22,2027-06-15,active
LOAN006895,CUST008639,ACC008639,salary_advance,1386550,12,12,2024-03-01,2025-02-24,active
LOAN006896,CUST008640,ACC008640,consumer,803821,12,16,2023-03-27,2024-07-19,active
LOAN006897,CUST008641,ACC008641,consumer,435763,23,9,2024-04-21,2025-01-16,active
LOAN006898,CUST008642,ACC008642,salary_advance,2500000,21,18,2023-10-27,2025-04-19,active
LOAN006899,CUST008643,ACC008643,micro_loan,2101378,24,17,2024-01-08,2025-06-01,active
LOAN006900,CUST008645,ACC008645,micro_loan,1694890,19,10,2024-01-03,2024-10-29,active
LOAN006901,CUST008647,ACC008647,micro_loan,2254679,21,3,2024-11-27,2025-02-25,active
LOAN006902,CUST008648,ACC008648,micro_loan,2500000,17,9,2025-03-05,2025-11-30,active
LOAN006903,CUST008649,ACC008649,salary_advance,798618,15,17,2025-07-01,2026-11-23,active
LOAN006904,CUST008651,ACC008651,consumer,1466118,13,8,2025-11-01,2026-06-29,active
LOAN006905,CUST008652,ACC008652,consumer,1318434,22,4,2024-01-12,2024-05-11,active
LOAN006906,CUST008654,ACC008654,consumer,2476170,24,18,2023-08-05,2025-01-26,active
LOAN006907,CUST008655,ACC008655,salary_advance,480515,12,15,2024-01-02,2025-03-27,active
LOAN006908,CUST008656,ACC008656,consumer,1294603,22,3,2025-10-07,2026-01-05,active
LOAN006909,CUST008658,ACC008658,micro_loan,1067273,15,16,2024-04-11,2025-08-04,active
LOAN006910,CUST008659,ACC008659,micro_loan,2291874,13,16,2026-02-24,2027-06-19,active
LOAN006911,CUST008661,ACC008661,micro_loan,1774813,25,12,2024-12-08,2025-12-03,active
LOAN006912,CUST008662,ACC008662,micro_loan,1904869,15,3,2024-05-21,2024-08-19,active
LOAN006913,CUST008664,ACC008664,micro_loan,2500000,12,4,2024-06-17,2024-10-15,active
LOAN006914,CUST008665,ACC008665,micro_loan,2014932,25,10,2026-03-08,2027-01-02,active
LOAN006915,CUST008667,ACC008667,micro_loan,568875,24,18,2025-05-13,2026-11-04,active
LOAN006916,CUST008669,ACC008669,micro_loan,863324,22,10,2025-10-22,2026-08-18,active
LOAN006917,CUST008670,ACC008670,micro_loan,1796796,14,15,2023-06-01,2024-08-24,active
LOAN006918,CUST008671,ACC008671,micro_loan,459078,17,5,2025-05-05,2025-10-02,active
LOAN006919,CUST008672,ACC008672,salary_advance,1567840,13,12,2025-09-26,2026-09-21,active
LOAN006920,CUST008673,ACC008673,salary_advance,1295568,25,11,2023-12-25,2024-11-19,active
LOAN006921,CUST008675,ACC008675,consumer,1959433,14,13,2025-03-27,2026-04-21,active
LOAN006922,CUST008676,ACC008676,micro_loan,1446369,23,3,2023-10-24,2024-01-22,active
LOAN006923,CUST008677,ACC008677,micro_loan,654483,22,5,2023-04-05,2023-09-02,active
LOAN006924,CUST008678,ACC008678,salary_advance,301510,15,9,2023-01-18,2023-10-15,active
LOAN006925,CUST008679,ACC008679,micro_loan,1294393,15,5,2023-02-28,2023-07-28,active
LOAN006926,CUST008680,ACC008680,consumer,2051067,24,10,2025-01-29,2025-11-25,active
LOAN006927,CUST008681,ACC008681,salary_advance,2308176,23,3,2023-11-21,2024-02-19,active
LOAN006928,CUST008682,ACC008682,consumer,2500000,24,5,2023-09-07,2024-02-04,active
LOAN006929,CUST008683,ACC008683,micro_loan,1988040,25,15,2026-02-20,2027-05-16,active
LOAN006930,CUST008684,ACC008684,consumer,956847,14,6,2025-06-22,2025-12-19,active
LOAN006931,CUST008685,ACC008685,consumer,1332754,15,13,2025-01-02,2026-01-27,active
LOAN006932,CUST008686,ACC008686,salary_advance,1462081,13,17,2024-08-08,2025-12-31,active
LOAN006933,CUST008687,ACC008687,salary_advance,1178453,24,8,2023-09-25,2024-05-22,active
LOAN006934,CUST008692,ACC008692,micro_loan,786571,12,7,2024-10-29,2025-05-27,active
LOAN006935,CUST008695,ACC008695,micro_loan,873409,17,17,2026-02-22,2027-07-17,active
LOAN006936,CUST008696,ACC008696,salary_advance,2274894,20,14,2024-09-28,2025-11-22,active
LOAN006937,CUST008697,ACC008697,salary_advance,1195573,22,9,2025-06-10,2026-03-07,active
LOAN006938,CUST008698,ACC008698,micro_loan,2323573,25,7,2025-04-05,2025-11-01,active
LOAN006939,CUST008700,ACC008700,micro_loan,637769,20,3,2025-04-05,2025-07-04,active
LOAN006940,CUST008701,ACC008701,salary_advance,1288515,22,5,2024-01-02,2024-05-31,active
LOAN006941,CUST008702,ACC008702,salary_advance,880964,17,10,2025-03-17,2026-01-11,active
LOAN006942,CUST008703,ACC008703,micro_loan,1353162,17,11,2023-08-11,2024-07-06,active
LOAN006943,CUST008704,ACC008704,consumer,1838605,16,14,2024-10-08,2025-12-02,active
LOAN006944,CUST008707,ACC008707,salary_advance,613643,25,11,2023-02-25,2024-01-21,active
LOAN006945,CUST008708,ACC008708,micro_loan,482421,17,12,2024-03-23,2025-03-18,active
LOAN006946,CUST008712,ACC008712,salary_advance,341085,18,17,2025-08-05,2026-12-28,active
LOAN006947,CUST008715,ACC008715,consumer,496625,18,3,2024-11-09,2025-02-07,active
LOAN006948,CUST008716,ACC008716,consumer,1593611,21,11,2025-01-03,2025-11-29,active
LOAN006949,CUST008718,ACC008718,salary_advance,1647807,13,15,2024-11-22,2026-02-15,active
LOAN006950,CUST008719,ACC008719,salary_advance,1663130,17,17,2024-05-06,2025-09-28,active
LOAN006951,CUST008720,ACC008720,micro_loan,2223155,24,17,2024-04-06,2025-08-29,active
LOAN006952,CUST008721,ACC008721,consumer,758218,22,13,2025-09-27,2026-10-22,active
LOAN006953,CUST008723,ACC008723,salary_advance,1145688,21,14,2026-03-03,2027-04-27,active
LOAN006954,CUST008724,ACC008724,salary_advance,848022,19,13,2025-12-04,2026-12-29,active
LOAN006955,CUST008725,ACC008725,micro_loan,1771252,21,13,2023-06-29,2024-07-23,active
LOAN006956,CUST008726,ACC008726,salary_advance,2298390,24,14,2025-05-03,2026-06-27,active
LOAN006957,CUST008727,ACC008727,salary_advance,1900218,12,14,2023-08-27,2024-10-20,active
LOAN006958,CUST008728,ACC008728,salary_advance,1674890,25,9,2023-03-28,2023-12-23,active
LOAN006959,CUST008730,ACC008730,salary_advance,2423387,22,15,2023-07-05,2024-09-27,active
LOAN006960,CUST008731,ACC008731,micro_loan,1206321,15,17,2024-03-30,2025-08-22,active
LOAN006961,CUST008732,ACC008732,salary_advance,1541932,13,12,2023-03-12,2024-03-06,active
LOAN006962,CUST008733,ACC008733,consumer,746788,16,9,2023-12-02,2024-08-28,active
LOAN006963,CUST008734,ACC008734,salary_advance,1837367,12,16,2025-05-18,2026-09-10,active
LOAN006964,CUST008737,ACC008737,consumer,2476103,19,10,2023-09-15,2024-07-11,active
LOAN006965,CUST008740,ACC008740,salary_advance,2332671,12,3,2026-03-13,2026-06-11,active
LOAN006966,CUST008742,ACC008742,consumer,483964,22,7,2024-11-24,2025-06-22,active
LOAN006967,CUST008743,ACC008743,consumer,269548,24,16,2024-09-12,2026-01-05,active
LOAN006968,CUST008745,ACC008745,salary_advance,434933,15,17,2023-10-25,2025-03-18,active
LOAN006969,CUST008746,ACC008746,micro_loan,2180110,17,17,2024-08-17,2026-01-09,active
LOAN006970,CUST008747,ACC008747,consumer,514092,14,18,2023-04-07,2024-09-28,active
LOAN006971,CUST008748,ACC008748,consumer,1969554,16,14,2024-12-08,2026-02-01,active
LOAN006972,CUST008750,ACC008750,micro_loan,2500000,16,8,2026-01-06,2026-09-03,active
LOAN006973,CUST008751,ACC008751,salary_advance,456066,25,14,2025-08-28,2026-10-22,active
LOAN006974,CUST008753,ACC008753,consumer,1030149,25,18,2025-08-09,2027-01-31,active
LOAN006975,CUST008754,ACC008754,consumer,736967,12,12,2024-04-14,2025-04-09,active
LOAN006976,CUST008755,ACC008755,consumer,1945190,16,13,2025-10-08,2026-11-02,active
LOAN006977,CUST008756,ACC008756,consumer,1519293,14,9,2023-08-21,2024-05-17,active
LOAN006978,CUST008757,ACC008757,micro_loan,813517,14,7,2024-02-08,2024-09-05,active
LOAN006979,CUST008758,ACC008758,salary_advance,2351586,13,9,2025-03-17,2025-12-12,active
LOAN006980,CUST008759,ACC008759,salary_advance,626646,24,16,2026-03-26,2027-07-19,active
LOAN006981,CUST008760,ACC008760,micro_loan,1476434,19,8,2025-09-03,2026-05-01,active
LOAN006982,CUST008761,ACC008761,micro_loan,2312115,19,18,2024-01-13,2025-07-06,active
LOAN006983,CUST008762,ACC008762,consumer,1412478,14,16,2025-03-15,2026-07-08,active
LOAN006984,CUST008763,ACC008763,micro_loan,1607780,24,13,2024-02-10,2025-03-06,active
LOAN006985,CUST008764,ACC008764,salary_advance,2500000,15,15,2025-06-09,2026-09-02,active
LOAN006986,CUST008765,ACC008765,consumer,2500000,15,6,2024-05-22,2024-11-18,active
LOAN006987,CUST008766,ACC008766,micro_loan,1346472,22,11,2025-07-19,2026-06-14,active
LOAN006988,CUST008767,ACC008767,salary_advance,636100,25,15,2023-11-18,2025-02-10,active
LOAN006989,CUST008768,ACC008768,consumer,2336744,23,3,2025-05-30,2025-08-28,active
LOAN006990,CUST008769,ACC008769,micro_loan,840563,17,14,2023-10-02,2024-11-25,active
LOAN006991,CUST008770,ACC008770,salary_advance,1074969,22,6,2025-11-18,2026-05-17,active
LOAN006992,CUST008772,ACC008772,salary_advance,1964314,17,7,2025-02-10,2025-09-08,active
LOAN006993,CUST008773,ACC008773,salary_advance,1924306,23,18,2024-10-23,2026-04-16,active
LOAN006994,CUST008774,ACC008774,salary_advance,1180956,16,3,2025-03-12,2025-06-10,active
LOAN006995,CUST008775,ACC008775,consumer,2500000,17,16,2023-10-22,2025-02-13,active
LOAN006996,CUST008777,ACC008777,consumer,765602,15,3,2025-07-20,2025-10-18,active
LOAN006997,CUST008778,ACC008778,salary_advance,2500000,16,3,2024-01-23,2024-04-22,active
LOAN006998,CUST008779,ACC008779,micro_loan,600693,19,11,2025-07-19,2026-06-14,active
LOAN006999,CUST008780,ACC008780,consumer,732262,16,5,2025-07-01,2025-11-28,active
LOAN007000,CUST008781,ACC008781,salary_advance,1541903,16,15,2023-08-27,2024-11-19,active
LOAN007001,CUST008783,ACC008783,consumer,314977,19,8,2023-05-16,2024-01-11,active
LOAN007002,CUST008784,ACC008784,micro_loan,377097,16,16,2025-11-27,2027-03-22,active
LOAN007003,CUST008785,ACC008785,micro_loan,2139349,24,17,2024-08-29,2026-01-21,active
LOAN007004,CUST008786,ACC008786,salary_advance,512404,15,9,2025-09-06,2026-06-03,active
LOAN007005,CUST008787,ACC008787,consumer,1355120,22,16,2023-04-04,2024-07-27,active
LOAN007006,CUST008789,ACC008789,micro_loan,520788,14,16,2026-03-18,2027-07-11,active
LOAN007007,CUST008790,ACC008790,micro_loan,2346327,25,7,2023-05-19,2023-12-15,active
LOAN007008,CUST008791,ACC008791,micro_loan,1465412,16,4,2023-11-25,2024-03-24,active
LOAN007009,CUST008792,ACC008792,consumer,510226,14,8,2024-11-17,2025-07-15,active
LOAN007010,CUST008793,ACC008793,salary_advance,2254137,13,18,2025-08-17,2027-02-08,active
LOAN007011,CUST008794,ACC008794,salary_advance,244325,24,16,2023-07-04,2024-10-26,active
LOAN007012,CUST008797,ACC008797,micro_loan,1929498,15,13,2023-12-09,2025-01-02,active
LOAN007013,CUST008800,ACC008800,micro_loan,1012995,12,5,2025-03-08,2025-08-05,active
LOAN007014,CUST008801,ACC008801,salary_advance,1906338,18,12,2025-11-04,2026-10-30,active
LOAN007015,CUST008803,ACC008803,salary_advance,2021953,16,15,2023-08-15,2024-11-07,active
LOAN007016,CUST008804,ACC008804,consumer,284210,13,9,2023-11-15,2024-08-11,active
LOAN007017,CUST008805,ACC008805,consumer,1080613,21,12,2025-04-02,2026-03-28,active
LOAN007018,CUST008806,ACC008806,salary_advance,1026556,25,5,2025-02-19,2025-07-19,active
LOAN007019,CUST008807,ACC008807,salary_advance,1762488,17,10,2024-06-09,2025-04-05,active
LOAN007020,CUST008808,ACC008808,salary_advance,2500000,15,18,2023-04-07,2024-09-28,active
LOAN007021,CUST008809,ACC008809,micro_loan,868005,20,8,2025-06-26,2026-02-21,active
LOAN007022,CUST008811,ACC008811,consumer,1153706,18,8,2025-05-02,2025-12-28,active
LOAN007023,CUST008812,ACC008812,salary_advance,1519909,23,6,2025-04-17,2025-10-14,active
LOAN007024,CUST008813,ACC008813,salary_advance,597204,25,6,2025-11-02,2026-05-01,active
LOAN007025,CUST008814,ACC008814,micro_loan,2500000,19,12,2025-09-04,2026-08-30,active
LOAN007026,CUST008816,ACC008816,micro_loan,436534,22,14,2026-02-27,2027-04-23,active
LOAN007027,CUST008817,ACC008817,consumer,366765,14,11,2024-10-13,2025-09-08,active
LOAN007028,CUST008818,ACC008818,salary_advance,1347320,12,14,2023-05-19,2024-07-12,active
LOAN007029,CUST008819,ACC008819,salary_advance,1856364,15,16,2023-01-24,2024-05-18,active
LOAN007030,CUST008820,ACC008820,micro_loan,2022509,21,10,2023-08-13,2024-06-08,active
LOAN007031,CUST008822,ACC008822,consumer,2005588,19,6,2025-04-13,2025-10-10,active
LOAN007032,CUST008824,ACC008824,consumer,2368898,15,6,2026-03-06,2026-09-02,active
LOAN007033,CUST008825,ACC008825,consumer,1830305,24,4,2025-10-23,2026-02-20,active
LOAN007034,CUST008826,ACC008826,salary_advance,1030792,20,7,2024-08-16,2025-03-14,active
LOAN007035,CUST008827,ACC008827,salary_advance,999945,20,15,2023-05-11,2024-08-03,active
LOAN007036,CUST008829,ACC008829,salary_advance,2325118,22,18,2025-10-01,2027-03-25,active
LOAN007037,CUST008830,ACC008830,consumer,1317282,20,17,2025-04-13,2026-09-05,active
LOAN007038,CUST008831,ACC008831,consumer,1081767,14,7,2024-02-24,2024-09-21,active
LOAN007039,CUST008832,ACC008832,micro_loan,2189383,21,13,2024-02-02,2025-02-26,active
LOAN007040,CUST008833,ACC008833,consumer,624687,25,5,2025-10-09,2026-03-08,active
LOAN007041,CUST008834,ACC008834,consumer,2415145,12,17,2024-04-09,2025-09-01,active
LOAN007042,CUST008835,ACC008835,micro_loan,463503,14,14,2025-05-15,2026-07-09,active
LOAN007043,CUST008836,ACC008836,micro_loan,1754300,16,15,2024-07-10,2025-10-03,active
LOAN007044,CUST008837,ACC008837,consumer,2487517,22,7,2025-09-20,2026-04-18,active
LOAN007045,CUST008838,ACC008838,salary_advance,2377180,23,15,2024-07-24,2025-10-17,active
LOAN007046,CUST008840,ACC008840,salary_advance,637301,24,16,2023-06-05,2024-09-27,active
LOAN007047,CUST008841,ACC008841,consumer,1352032,13,3,2025-10-18,2026-01-16,active
LOAN007048,CUST008843,ACC008843,micro_loan,1861110,14,12,2023-02-06,2024-02-01,active
LOAN007049,CUST008844,ACC008844,micro_loan,1218613,13,9,2025-11-14,2026-08-11,active
LOAN007050,CUST008845,ACC008845,micro_loan,2500000,24,9,2023-10-03,2024-06-29,active
LOAN007051,CUST008846,ACC008846,micro_loan,1375000,24,11,2025-10-02,2026-08-28,active
LOAN007052,CUST008849,ACC008849,salary_advance,2500000,13,12,2024-07-30,2025-07-25,active
LOAN007053,CUST008850,ACC008850,micro_loan,1317220,25,15,2024-12-28,2026-03-23,active
LOAN007054,CUST008851,ACC008851,consumer,1118188,17,6,2024-01-29,2024-07-27,active
LOAN007055,CUST008852,ACC008852,consumer,527474,23,13,2025-09-08,2026-10-03,active
LOAN007056,CUST008853,ACC008853,consumer,1783653,19,5,2026-03-05,2026-08-02,active
LOAN007057,CUST008854,ACC008854,micro_loan,522782,13,8,2025-08-05,2026-04-02,active
LOAN007058,CUST008855,ACC008855,consumer,1156541,20,3,2023-05-23,2023-08-21,active
LOAN007059,CUST008856,ACC008856,salary_advance,1806449,18,4,2026-03-14,2026-07-12,active
LOAN007060,CUST008857,ACC008857,micro_loan,1113324,23,5,2025-05-24,2025-10-21,active
LOAN007061,CUST008858,ACC008858,micro_loan,1551045,17,8,2023-05-22,2024-01-17,active
LOAN007062,CUST008859,ACC008859,salary_advance,1379602,17,11,2023-04-01,2024-02-25,active
LOAN007063,CUST008860,ACC008860,micro_loan,1240758,15,16,2026-03-03,2027-06-26,active
LOAN007064,CUST008862,ACC008862,salary_advance,2500000,15,18,2024-02-26,2025-08-19,active
LOAN007065,CUST008863,ACC008863,consumer,2226267,24,6,2023-01-16,2023-07-15,active
LOAN007066,CUST008864,ACC008864,salary_advance,1516866,23,12,2023-04-25,2024-04-19,active
LOAN007067,CUST008865,ACC008865,micro_loan,841231,19,10,2025-09-09,2026-07-06,active
LOAN007068,CUST008866,ACC008866,micro_loan,539610,24,9,2023-07-15,2024-04-10,active
LOAN007069,CUST008868,ACC008868,salary_advance,2500000,12,10,2025-07-28,2026-05-24,active
LOAN007070,CUST008869,ACC008869,micro_loan,1827367,13,18,2025-04-03,2026-09-25,active
LOAN007071,CUST008870,ACC008870,micro_loan,1294912,13,12,2025-10-28,2026-10-23,active
LOAN007072,CUST008871,ACC008871,consumer,1174049,20,15,2026-03-14,2027-06-07,active
LOAN007073,CUST008872,ACC008872,micro_loan,2117835,25,18,2023-11-28,2025-05-21,active
LOAN007074,CUST008873,ACC008873,consumer,1225282,12,18,2025-09-19,2027-03-13,active
LOAN007075,CUST008874,ACC008874,micro_loan,1664359,20,4,2023-11-20,2024-03-19,active
LOAN007076,CUST008876,ACC008876,consumer,2500000,25,3,2025-06-15,2025-09-13,active
LOAN007077,CUST008878,ACC008878,salary_advance,1901497,13,16,2025-03-10,2026-07-03,active
LOAN007078,CUST008880,ACC008880,consumer,2500000,12,4,2024-10-22,2025-02-19,active
LOAN007079,CUST008881,ACC008881,micro_loan,2319519,22,8,2025-03-11,2025-11-06,active
LOAN007080,CUST008882,ACC008882,salary_advance,1645818,25,11,2025-09-21,2026-08-17,active
LOAN007081,CUST008883,ACC008883,salary_advance,456949,19,9,2023-07-31,2024-04-26,active
LOAN007082,CUST008884,ACC008884,micro_loan,1824687,23,15,2026-02-05,2027-05-01,active
LOAN007083,CUST008885,ACC008885,consumer,255089,15,10,2025-06-20,2026-04-16,active
LOAN007084,CUST008886,ACC008886,micro_loan,2500000,20,8,2024-09-19,2025-05-17,active
LOAN007085,CUST008887,ACC008887,consumer,2112449,23,18,2025-11-05,2027-04-29,active
LOAN007086,CUST008888,ACC008888,consumer,488663,21,5,2026-03-31,2026-08-28,active
LOAN007087,CUST008889,ACC008889,consumer,2337334,12,4,2025-07-04,2025-11-01,active
LOAN007088,CUST008890,ACC008890,consumer,1274723,24,18,2024-12-06,2026-05-30,active
LOAN007089,CUST008891,ACC008891,consumer,2239910,17,10,2024-06-12,2025-04-08,active
LOAN007090,CUST008892,ACC008892,micro_loan,2500000,22,7,2025-01-31,2025-08-29,active
LOAN007091,CUST008894,ACC008894,consumer,2500000,19,17,2025-01-12,2026-06-06,active
LOAN007092,CUST008895,ACC008895,salary_advance,2462804,19,9,2026-02-28,2026-11-25,active
LOAN007093,CUST008896,ACC008896,salary_advance,2500000,20,18,2023-02-17,2024-08-10,active
LOAN007094,CUST008898,ACC008898,consumer,1644878,14,10,2025-04-25,2026-02-19,active
LOAN007095,CUST008899,ACC008899,micro_loan,2500000,14,14,2025-02-26,2026-04-22,active
LOAN007096,CUST008900,ACC008900,salary_advance,1386366,20,7,2023-03-27,2023-10-23,active
LOAN007097,CUST008901,ACC008901,consumer,2303922,20,5,2023-12-09,2024-05-07,active
LOAN007098,CUST008902,ACC008902,salary_advance,2442179,19,9,2023-10-19,2024-07-15,active
LOAN007099,CUST008903,ACC008903,micro_loan,2500000,23,5,2023-02-02,2023-07-02,active
LOAN007100,CUST008904,ACC008904,salary_advance,338924,25,4,2024-11-05,2025-03-05,active
LOAN007101,CUST008905,ACC008905,micro_loan,2500000,12,8,2023-06-11,2024-02-06,active
LOAN007102,CUST008906,ACC008906,consumer,2500000,19,11,2023-05-25,2024-04-19,active
LOAN007103,CUST008907,ACC008907,micro_loan,2500000,23,18,2023-10-07,2025-03-30,active
LOAN007104,CUST008908,ACC008908,salary_advance,1091314,15,8,2026-01-15,2026-09-12,active
LOAN007105,CUST008909,ACC008909,salary_advance,2500000,12,12,2025-07-25,2026-07-20,active
LOAN007106,CUST008910,ACC008910,consumer,2327053,19,18,2025-12-23,2027-06-16,active
LOAN007107,CUST008911,ACC008911,salary_advance,2500000,17,12,2024-03-03,2025-02-26,active
LOAN007108,CUST008912,ACC008912,micro_loan,2139262,13,17,2023-09-02,2025-01-24,active
LOAN007109,CUST008913,ACC008913,consumer,2500000,12,4,2026-03-30,2026-07-28,active
LOAN007110,CUST008914,ACC008914,salary_advance,1563936,24,6,2023-07-03,2023-12-30,active
LOAN007111,CUST008915,ACC008915,salary_advance,1301553,17,18,2025-07-07,2026-12-29,active
LOAN007112,CUST008916,ACC008916,salary_advance,1722779,19,14,2023-07-18,2024-09-10,active
LOAN007113,CUST008917,ACC008917,consumer,2500000,18,5,2023-02-08,2023-07-08,active
LOAN007114,CUST008918,ACC008918,consumer,2045971,13,11,2023-07-02,2024-05-27,active
LOAN007115,CUST008920,ACC008920,micro_loan,933648,20,13,2023-12-02,2024-12-26,active
LOAN007116,CUST008921,ACC008921,micro_loan,2500000,15,7,2024-07-23,2025-02-18,active
LOAN007117,CUST008923,ACC008923,salary_advance,2500000,19,15,2024-10-18,2026-01-11,active
LOAN007118,CUST008924,ACC008924,consumer,2500000,21,12,2023-08-17,2024-08-11,active
LOAN007119,CUST008928,ACC008928,micro_loan,1267840,16,10,2024-08-24,2025-06-20,active
LOAN007120,CUST008929,ACC008929,consumer,1901137,19,14,2024-10-19,2025-12-13,active
LOAN007121,CUST008930,ACC008930,consumer,2500000,13,14,2023-09-02,2024-10-26,active
LOAN007122,CUST008931,ACC008931,micro_loan,2204102,19,6,2024-08-12,2025-02-08,active
LOAN007123,CUST008932,ACC008932,consumer,2311893,25,10,2023-03-04,2023-12-29,active
LOAN007124,CUST008933,ACC008933,salary_advance,1699625,21,8,2026-02-20,2026-10-18,active
LOAN007125,CUST008934,ACC008934,consumer,2500000,20,15,2024-10-19,2026-01-12,active
LOAN007126,CUST008935,ACC008935,consumer,348905,24,3,2023-09-27,2023-12-26,active
LOAN007127,CUST008936,ACC008936,micro_loan,1879398,20,12,2024-10-05,2025-09-30,active
LOAN007128,CUST008937,ACC008937,salary_advance,493379,18,11,2025-06-04,2026-04-30,active
LOAN007129,CUST008938,ACC008938,consumer,2500000,14,7,2022-12-24,2023-07-22,active
LOAN007130,CUST008939,ACC008939,salary_advance,2500000,18,15,2023-12-19,2025-03-13,active
LOAN007131,CUST008940,ACC008940,consumer,2500000,19,9,2025-10-24,2026-07-21,active
LOAN007132,CUST008941,ACC008941,salary_advance,344517,20,4,2025-01-06,2025-05-06,active
LOAN007133,CUST008942,ACC008942,consumer,1131625,19,12,2024-10-27,2025-10-22,active
LOAN007134,CUST008946,ACC008946,salary_advance,665510,21,5,2025-01-25,2025-06-24,active
LOAN007135,CUST008947,ACC008947,micro_loan,875917,20,9,2023-09-21,2024-06-17,active
LOAN007136,CUST008948,ACC008948,consumer,1995058,25,7,2024-02-01,2024-08-29,active
LOAN007137,CUST008949,ACC008949,consumer,1603193,21,15,2023-08-31,2024-11-23,active
LOAN007138,CUST008950,ACC008950,micro_loan,2500000,19,5,2024-07-01,2024-11-28,active
LOAN007139,CUST008951,ACC008951,consumer,569124,19,18,2025-05-01,2026-10-23,active
LOAN007140,CUST008952,ACC008952,micro_loan,585843,12,16,2023-06-28,2024-10-20,active
LOAN007141,CUST008953,ACC008953,consumer,2156264,15,16,2023-05-10,2024-09-01,active
LOAN007142,CUST008954,ACC008954,micro_loan,998009,17,10,2025-11-08,2026-09-04,active
LOAN007143,CUST008955,ACC008955,salary_advance,798716,12,13,2023-10-28,2024-11-21,active
LOAN007144,CUST008956,ACC008956,consumer,2178173,20,9,2024-08-29,2025-05-26,active
LOAN007145,CUST008957,ACC008957,micro_loan,1964516,17,8,2023-07-20,2024-03-16,active
LOAN007146,CUST008958,ACC008958,micro_loan,2500000,19,4,2023-10-27,2024-02-24,active
LOAN007147,CUST008959,ACC008959,consumer,1045030,21,5,2024-06-05,2024-11-02,active
LOAN007148,CUST008960,ACC008960,consumer,2500000,20,11,2026-01-26,2026-12-22,active
LOAN007149,CUST008961,ACC008961,consumer,2305037,25,8,2025-01-16,2025-09-13,active
LOAN007150,CUST008962,ACC008962,micro_loan,1975557,17,12,2023-05-21,2024-05-15,active
LOAN007151,CUST008963,ACC008963,salary_advance,2500000,24,14,2026-03-03,2027-04-27,active
LOAN007152,CUST008964,ACC008964,micro_loan,2500000,22,9,2023-04-19,2024-01-14,active
LOAN007153,CUST008965,ACC008965,micro_loan,551006,13,17,2023-01-02,2024-05-26,active
LOAN007154,CUST008967,ACC008967,micro_loan,2500000,13,11,2023-09-11,2024-08-06,active
LOAN007155,CUST008968,ACC008968,salary_advance,2500000,12,14,2025-07-23,2026-09-16,active
LOAN007156,CUST008969,ACC008969,consumer,1714796,25,3,2024-09-16,2024-12-15,active
LOAN007157,CUST008970,ACC008970,salary_advance,1800678,14,9,2025-08-25,2026-05-22,active
LOAN007158,CUST008972,ACC008972,micro_loan,1698281,13,16,2025-10-25,2027-02-17,active
LOAN007159,CUST008973,ACC008973,micro_loan,2500000,22,11,2024-10-08,2025-09-03,active
LOAN007160,CUST008976,ACC008976,micro_loan,2500000,25,14,2026-01-30,2027-03-26,active
LOAN007161,CUST008977,ACC008977,salary_advance,2297882,20,15,2026-02-16,2027-05-12,active
LOAN007162,CUST008978,ACC008978,micro_loan,2129092,17,17,2023-07-24,2024-12-15,active
LOAN007163,CUST008979,ACC008979,consumer,2500000,23,18,2026-02-16,2027-08-10,active
LOAN007164,CUST008980,ACC008980,salary_advance,516090,25,9,2023-05-10,2024-02-04,active
LOAN007165,CUST008981,ACC008981,salary_advance,1360138,13,13,2024-05-20,2025-06-14,active
LOAN007166,CUST008982,ACC008982,salary_advance,2500000,12,13,2024-08-08,2025-09-02,active
