account_id,customer_id,account_type,currency,opened_at,status,current_balance,available_balance
ACC008673,CUST008673,wallet,UGX,2023-12-25,open,2004066,1883526
ACC008674,CUST008674,checking,UGX,2023-02-14,frozen,2734680,2734680
ACC008675,CUST008675,savings,UGX,2025-03-27,open,2027067,1846257
ACC008676,CUST008676,wallet,UGX,2023-10-24,open,1350744,1210114
ACC008677,CUST008677,savings,UGX,2023-04-05,open,2697033,2646513
ACC008678,CUST008678,savings,UGX,2023-01-18,open,1197405,1172225
ACC008679,CUST008679,wallet,UGX,2023-02-28,open,673972,548072
ACC008680,CUST008680,wallet,UGX,2025-01-29,open,668737,492477
ACC008681,CUST008681,checking,UGX,2023-11-21,open,1885593,1684693
ACC008682,CUST008682,checking,UGX,2023-09-07,open,894392,633222
ACC008683,CUST008683,checking,UGX,2026-02-20,open,1344706,1163896
ACC008684,CUST008684,savings,UGX,2025-06-22,open,3023118,2942758
ACC008685,CUST008685,wallet,UGX,2025-01-02,open,980329,853609
ACC008686,CUST008686,checking,UGX,2024-08-08,frozen,1193429,1058709
ACC008687,CUST008687,merchant,UGX,2023-09-25,open,878359,777639
ACC008688,CUST008688,savings,UGX,2025-07-15,frozen,1991932,1976092
ACC008689,CUST008689,merchant,UGX,2025-05-06,open,1907304,1891464
ACC008690,CUST008690,wallet,UGX,2023-08-23,frozen,1748196,1748196
ACC008691,CUST008691,checking,UGX,2025-07-13,open,1874912,1874912
ACC008692,CUST008692,checking,UGX,2024-10-29,open,1081790,1006250
ACC008693,CUST008693,checking,UGX,2024-06-25,frozen,1704855,1704855
ACC008694,CUST008694,savings,UGX,2024-05-28,open,1918526,1918526
ACC008695,CUST008695,merchant,UGX,2026-02-22,open,1426740,1363790
ACC008696,CUST008696,savings,UGX,2024-09-28,open,1606760,1405860
ACC008697,CUST008697,merchant,UGX,2025-06-10,frozen,1075971,975251
ACC008698,CUST008698,checking,UGX,2025-04-05,open,885679,679759
ACC008699,CUST008699,checking,UGX,2025-12-19,frozen,1493581,1493581
ACC008700,CUST008700,wallet,UGX,2025-04-05,open,2034093,1996323
ACC008701,CUST008701,merchant,UGX,2024-01-02,open,645477,519577
ACC008702,CUST008702,merchant,UGX,2025-03-17,open,2242272,2178912
ACC008703,CUST008703,savings,UGX,2023-08-11,frozen,1620206,1502326
ACC008704,CUST008704,savings,UGX,2024-10-08,open,696339,532669
ACC008705,CUST008705,checking,UGX,2024-11-26,open,2369719,2369719
ACC008706,CUST008706,savings,UGX,2025-09-12,open,3345577,3345577
ACC008707,CUST008707,savings,UGX,2023-02-25,open,1813446,1763086
ACC008708,CUST008708,savings,UGX,2024-03-23,open,1890556,1865376
ACC008709,CUST008709,savings,UGX,2023-06-26,frozen,1489421,1489421
ACC008710,CUST008710,merchant,UGX,2025-05-12,open,2895851,2879011
ACC008711,CUST008711,checking,UGX,2023-03-31,open,2125921,2125921
ACC008712,CUST008712,wallet,UGX,2025-08-05,open,1546139,1520959
ACC008713,CUST008713,wallet,UGX,2023-05-14,open,1658614,1658614
ACC008714,CUST008714,savings,UGX,2025-03-09,frozen,2230746,2230746
ACC008715,CUST008715,merchant,UGX,2024-11-09,open,1646678,1608908
ACC008716,CUST008716,wallet,UGX,2025-01-03,open,1003624,852064
ACC008717,CUST008717,savings,UGX,2023-03-15,open,2587537,2571697
ACC008718,CUST008718,savings,UGX,2024-11-22,open,721482,570402
ACC008719,CUST008719,merchant,UGX,2024-05-06,open,703555,552475
ACC008720,CUST008720,wallet,UGX,2024-04-06,frozen,441460,240020
ACC008721,CUST008721,checking,UGX,2025-09-27,open,1161065,1085525
ACC008722,CUST008722,wallet,UGX,2025-10-16,open,2757074,2757074
ACC008723,CUST008723,wallet,UGX,2026-03-03,open,1035570,934850
ACC008724,CUST008724,wallet,UGX,2025-12-04,open,1516929,1449569
ACC008725,CUST008725,merchant,UGX,2023-06-29,open,456394,280134
ACC008726,CUST008726,merchant,UGX,2025-05-03,open,1113313,894393
ACC008727,CUST008727,wallet,UGX,2023-08-27,open,1156643,982403
ACC008728,CUST008728,savings,UGX,2023-03-28,open,2135071,1974351
ACC008729,CUST008729,wallet,UGX,2024-02-18,frozen,1884257,1868417
ACC008730,CUST008730,merchant,UGX,2023-07-05,open,579727,343967
ACC008731,CUST008731,savings,UGX,2024-03-30,open,1287783,1187063
ACC008732,CUST008732,checking,UGX,2023-03-12,frozen,1612969,1478249
ACC008733,CUST008733,savings,UGX,2023-12-02,open,2901886,2841616
ACC008734,CUST008734,wallet,UGX,2025-05-18,open,1267248,1086438
ACC008735,CUST008735,merchant,UGX,2024-07-23,open,1428138,1428138
ACC008736,CUST008736,checking,UGX,2024-01-09,frozen,1465743,1465743
ACC008737,CUST008737,savings,UGX,2023-09-15,frozen,689988,468228
ACC008738,CUST008738,checking,UGX,2023-02-10,frozen,2406837,2406837
ACC008739,CUST008739,checking,UGX,2025-11-04,frozen,1738528,1738528
ACC008740,CUST008740,wallet,UGX,2026-03-13,open,755964,534204
ACC008741,CUST008741,wallet,UGX,2024-07-30,open,1834196,1834196
ACC008742,CUST008742,wallet,UGX,2024-11-24,open,2440653,2420563
ACC008743,CUST008743,wallet,UGX,2024-09-12,frozen,1194946,1169766
ACC008744,CUST008744,savings,UGX,2025-06-05,open,2092355,2075515
ACC008745,CUST008745,wallet,UGX,2023-10-25,open,2703124,2669944
ACC008746,CUST008746,merchant,UGX,2024-08-17,frozen,724077,524997
ACC008747,CUST008747,wallet,UGX,2023-04-07,frozen,1579638,1529868
ACC008748,CUST008748,wallet,UGX,2024-12-08,open,1869352,1681792
ACC008749,CUST008749,merchant,UGX,2022-12-24,open,3007888,3007888
ACC008750,CUST008750,merchant,UGX,2026-01-06,open,897383,619623
ACC008751,CUST008751,wallet,UGX,2025-08-28,open,2504345,2480255
ACC008752,CUST008752,merchant,UGX,2023-10-03,open,3099814,3099814
ACC008753,CUST008753,wallet,UGX,2025-08-09,open,1358581,1259041
ACC008754,CUST008754,merchant,UGX,2024-04-14,open,1716017,1656497
ACC008755,CUST008755,wallet,UGX,2025-10-08,frozen,1586914,1421014
ACC008756,CUST008756,wallet,UGX,2023-08-21,frozen,1055606,922886
ACC008757,CUST008757,checking,UGX,2024-02-08,open,2931277,2851917
ACC008758,CUST008758,savings,UGX,2025-03-17,open,1560578,1343768
ACC008759,CUST008759,checking,UGX,2026-03-26,open,1663805,1614035
ACC008760,CUST008760,merchant,UGX,2025-09-03,open,1520530,1381650
ACC008761,CUST008761,merchant,UGX,2024-01-13,open,2381811,2165001
ACC008762,CUST008762,savings,UGX,2025-03-15,open,1516113,1399983
ACC008763,CUST008763,savings,UGX,2024-02-10,open,3264735,3120195
ACC008764,CUST008764,wallet,UGX,2025-06-09,open,790677,558417
ACC008765,CUST008765,wallet,UGX,2024-05-22,open,1131991,893911
ACC008766,CUST008766,merchant,UGX,2025-07-19,open,2826673,2701633
ACC008767,CUST008767,savings,UGX,2023-11-18,open,2414219,2364449
ACC008768,CUST008768,savings,UGX,2025-05-30,open,652820,420560
ACC008769,CUST008769,savings,UGX,2023-10-02,frozen,2273811,2214291
ACC008770,CUST008770,merchant,UGX,2025-11-18,open,2591571,2487371
ACC008771,CUST008771,checking,UGX,2023-09-11,frozen,4180347,4180347
ACC008772,CUST008772,merchant,UGX,2025-02-10,open,2133479,1966759
ACC008773,CUST008773,wallet,UGX,2024-10-23,frozen,1273763,1107043
ACC008774,CUST008774,wallet,UGX,2025-03-12,open,2098838,1999298
ACC008775,CUST008775,savings,UGX,2023-10-22,open,989104,751024
ACC008776,CUST008776,merchant,UGX,2024-06-01,open,3180510,3180510
ACC008777,CUST008777,savings,UGX,2025-07-20,open,3452781,3380511
ACC008778,CUST008778,checking,UGX,2024-01-23,open,1320867,1062947
ACC008779,CUST008779,merchant,UGX,2025-07-19,open,3673740,3625560
ACC008780,CUST008780,checking,UGX,2025-07-01,open,3647079,3574809
ACC008781,CUST008781,checking,UGX,2023-08-27,frozen,1770685,1637965
ACC008782,CUST008782,wallet,UGX,2023-02-20,open,3300531,3300531
ACC008783,CUST008783,checking,UGX,2023-05-16,open,2407762,2386922
ACC008784,CUST008784,wallet,UGX,2025-11-27,frozen,1572417,1539237
ACC008785,CUST008785,savings,UGX,2024-08-29,open,1126458,918058
ACC008786,CUST008786,merchant,UGX,2025-09-06,open,1529966,1496786
ACC008787,CUST008787,savings,UGX,2023-04-04,open,1665053,1540013
ACC008788,CUST008788,wallet,UGX,2024-06-21,open,2432999,2432999
ACC008789,CUST008789,checking,UGX,2026-03-18,open,2486829,2437059
ACC008790,CUST008790,wallet,UGX,2023-05-19,open,982862,767192
ACC008791,CUST008791,wallet,UGX,2023-11-25,open,2188445,2063405
ACC008792,CUST008792,wallet,UGX,2024-11-17,open,1939881,1906701
ACC008793,CUST008793,merchant,UGX,2025-08-17,frozen,1913593,1697693
ACC008794,CUST008794,wallet,UGX,2023-07-04,open,3182518,3161678
ACC008795,CUST008795,merchant,UGX,2024-11-09,open,4314264,4314264
ACC008796,CUST008796,wallet,UGX,2023-05-06,open,1782734,1766144
ACC008797,CUST008797,merchant,UGX,2023-12-09,open,1472419,1306519
ACC008798,CUST008798,merchant,UGX,2025-01-08,open,2862901,2862901
ACC008799,CUST008799,savings,UGX,2023-02-19,frozen,2137864,2137864
ACC008800,CUST008800,checking,UGX,2025-03-08,frozen,4292543,4215773
ACC008801,CUST008801,savings,UGX,2025-11-04,open,1102025,936125
ACC008802,CUST008802,merchant,UGX,2026-02-22,open,2941839,2941839
ACC008803,CUST008803,merchant,UGX,2023-08-15,open,1955310,1776180
ACC008804,CUST008804,wallet,UGX,2023-11-15,open,3664065,3643225
ACC008805,CUST008805,wallet,UGX,2025-04-02,open,1380876,1281336
ACC008806,CUST008806,savings,UGX,2025-02-19,frozen,2858719,2772359
ACC008807,CUST008807,wallet,UGX,2024-06-09,open,1742377,1593067
ACC008808,CUST008808,savings,UGX,2023-04-07,open,1696779,1415289
ACC008809,CUST008809,checking,UGX,2025-06-26,open,2618507,2532147
ACC008810,CUST008810,wallet,UGX,2023-01-09,open,2509382,2509382
ACC008811,CUST008811,checking,UGX,2025-05-02,frozen,3089450,2987090
ACC008812,CUST008812,wallet,UGX,2025-04-17,open,2382190,2231060
ACC008813,CUST008813,savings,UGX,2025-11-02,open,1968850,1919080
ACC008814,CUST008814,savings,UGX,2025-09-04,frozen,1026691,768771
ACC008815,CUST008815,wallet,UGX,2024-08-06,open,1888429,1871839
ACC008816,CUST008816,checking,UGX,2026-02-27,open,2447806,2414626
ACC008817,CUST008817,merchant,UGX,2024-10-13,open,2184715,2163875
ACC008818,CUST008818,merchant,UGX,2023-05-19,open,1814005,1681285
ACC008819,CUST008819,merchant,UGX,2023-01-24,frozen,1091651,909161
ACC008820,CUST008820,savings,UGX,2023-08-13,open,1429729,1247239
ACC008821,CUST008821,wallet,UGX,2024-03-08,open,2900872,2884282
ACC008822,CUST008822,wallet,UGX,2025-04-13,open,1404192,1221702
ACC008823,CUST008823,merchant,UGX,2025-09-19,open,1689557,1689557
ACC008824,CUST008824,wallet,UGX,2026-03-06,open,867099,634839
ACC008825,CUST008825,wallet,UGX,2025-10-23,open,1162356,979866
ACC008826,CUST008826,merchant,UGX,2024-08-16,open,2008985,1909445
ACC008827,CUST008827,savings,UGX,2023-05-11,open,2764878,2668518
ACC008828,CUST008828,savings,UGX,2023-01-19,open,3246189,3246189
ACC008829,CUST008829,checking,UGX,2025-10-01,open,579792,347532
ACC008830,CUST008830,checking,UGX,2025-04-13,open,1735110,1616070
ACC008831,CUST008831,savings,UGX,2024-02-24,open,3046757,2963397
ACC008832,CUST008832,checking,UGX,2024-02-02,open,1216418,1008018
ACC008833,CUST008833,wallet,UGX,2025-10-09,open,2455427,2405657
ACC008834,CUST008834,merchant,UGX,2024-04-09,open,916254,700584
ACC008835,CUST008835,savings,UGX,2025-05-15,open,2641374,2599694
ACC008836,CUST008836,savings,UGX,2024-07-10,frozen,1757573,1590853
ACC008837,CUST008837,checking,UGX,2025-09-20,open,663138,430878
ACC008838,CUST008838,wallet,UGX,2024-07-24,open,638533,406273
ACC008839,CUST008839,savings,UGX,2026-01-18,open,2910469,2890629
ACC008840,CUST008840,savings,UGX,2023-06-05,open,2644367,2594597
ACC008841,CUST008841,wallet,UGX,2025-10-18,open,2194759,2074309
ACC008842,CUST008842,checking,UGX,2022-12-23,frozen,3327089,3327089
ACC008843,CUST008843,merchant,UGX,2023-02-06,open,1636532,1467902
ACC008844,CUST008844,savings,UGX,2025-11-14,open,1213957,1097827
ACC008845,CUST008845,savings,UGX,2023-10-03,open,954599,641429
ACC008846,CUST008846,merchant,UGX,2025-10-02,open,1353257,1220537
ACC008847,CUST008847,merchant,UGX,2025-06-04,open,2962495,2962495
ACC008848,CUST008848,checking,UGX,2024-10-04,open,4107913,4107913
ACC008849,CUST008849,savings,UGX,2024-07-30,frozen,846967,589047
ACC008850,CUST008850,merchant,UGX,2024-12-28,open,2465171,2340131
ACC008851,CUST008851,merchant,UGX,2024-01-29,frozen,2383902,2300952
ACC008852,CUST008852,merchant,UGX,2025-09-08,frozen,2299707,2258027
ACC008853,CUST008853,wallet,UGX,2026-03-05,open,1475160,1316440
ACC008854,CUST008854,merchant,UGX,2025-08-05,open,1643937,1610757
ACC008855,CUST008855,merchant,UGX,2023-05-23,frozen,2959012,2859812
ACC008856,CUST008856,savings,UGX,2026-03-14,open,2719800,2551170
ACC008857,CUST008857,savings,UGX,2025-05-24,open,2457771,2358571
ACC008858,CUST008858,merchant,UGX,2023-05-22,open,1614862,1465552
ACC008859,CUST008859,merchant,UGX,2023-04-01,open,1483435,1350715
ACC008860,CUST008860,savings,UGX,2026-03-03,frozen,2058682,1954482
ACC008861,CUST008861,checking,UGX,2024-07-19,open,3566994,3566994
ACC008862,CUST008862,wallet,UGX,2024-02-26,open,1079064,821144
ACC008863,CUST008863,merchant,UGX,2023-01-16,open,1199272,1000192
ACC008864,CUST008864,wallet,UGX,2023-04-25,open,1579904,1454864
ACC008865,CUST008865,savings,UGX,2025-09-09,open,2397097,2314147
ACC008866,CUST008866,savings,UGX,2023-07-15,open,3672250,3648160
ACC008867,CUST008867,merchant,UGX,2023-03-20,open,1720443,1720443
ACC008868,CUST008868,checking,UGX,2025-07-28,open,2099961,1859061
ACC008869,CUST008869,merchant,UGX,2025-04-03,open,1576869,1410969
ACC008870,CUST008870,wallet,UGX,2025-10-28,open,1310221,1210681
ACC008871,CUST008871,checking,UGX,2026-03-14,frozen,3596764,3500404
ACC008872,CUST008872,merchant,UGX,2023-11-28,open,1166737,958337
ACC008873,CUST008873,savings,UGX,2025-09-19,open,2134388,2018258
ACC008874,CUST008874,checking,UGX,2023-11-20,open,2218527,2079647
ACC008875,CUST008875,savings,UGX,2025-05-14,open,3308341,3308341
ACC008876,CUST008876,wallet,UGX,2025-06-15,frozen,1122657,872577
ACC008877,CUST008877,savings,UGX,2023-08-22,open,2114014,2114014
ACC008878,CUST008878,wallet,UGX,2025-03-10,open,1734996,1566366
ACC008879,CUST008879,wallet,UGX,2024-10-09,open,2731412,2731412
ACC008880,CUST008880,wallet,UGX,2024-10-22,open,1156386,864626
ACC008881,CUST008881,savings,UGX,2025-03-11,open,1094256,878586
ACC008882,CUST008882,savings,UGX,2025-09-21,open,2487824,2343284
ACC008883,CUST008883,checking,UGX,2023-07-31,open,2620328,2580648
ACC008884,CUST008884,merchant,UGX,2026-02-05,frozen,2537572,2367082
ACC008885,CUST008885,savings,UGX,2025-06-20,open,4503857,4478692
ACC008886,CUST008886,wallet,UGX,2024-09-19,frozen,1268993,930683
ACC008887,CUST008887,checking,UGX,2025-11-05,open,1950728,1741578
ACC008888,CUST008888,savings,UGX,2026-03-31,open,2858700,2833535
ACC008889,CUST008889,wallet,UGX,2025-07-04,open,1694329,1464264
ACC008890,CUST008890,savings,UGX,2024-12-06,open,2043576,1939001
ACC008891,CUST008891,wallet,UGX,2024-06-12,open,1313412,1104262
ACC008892,CUST008892,merchant,UGX,2025-01-31,frozen,1042785,728640
ACC008893,CUST008893,checking,UGX,2025-11-04,open,3226509,3226509
ACC008894,CUST008894,wallet,UGX,2025-01-12,open,939755,646945
ACC008895,CUST008895,merchant,UGX,2026-02-28,frozen,1418338,1188273
ACC008896,CUST008896,merchant,UGX,2023-02-17,open,1408531,1070221
ACC008897,CUST008897,checking,UGX,2026-01-23,open,3258515,3258515
ACC008898,CUST008898,checking,UGX,2025-04-25,open,2936804,2791814
ACC008899,CUST008899,merchant,UGX,2025-02-26,open,1375910,1037600
ACC008900,CUST008900,wallet,UGX,2023-03-27,open,1761773,1636283
ACC008901,CUST008901,savings,UGX,2023-12-09,open,1421965,1212815
ACC008902,CUST008902,checking,UGX,2023-10-19,open,1865052,1634987
ACC008903,CUST008903,merchant,UGX,2023-02-02,open,1453995,1164015
ACC008904,CUST008904,checking,UGX,2024-11-05,open,3754602,3733687
ACC008905,CUST008905,wallet,UGX,2023-06-11,open,1150490,857680
ACC008906,CUST008906,wallet,UGX,2023-05-25,frozen,1097757,831942
ACC008907,CUST008907,checking,UGX,2023-10-07,open,950458,699478
ACC008908,CUST008908,merchant,UGX,2026-01-15,open,2619748,2536088
ACC008909,CUST008909,savings,UGX,2025-07-25,open,1773184,1403789
ACC008910,CUST008910,savings,UGX,2025-12-23,open,2014046,1804896
ACC008911,CUST008911,savings,UGX,2024-03-03,open,879692,586882
ACC008912,CUST008912,savings,UGX,2023-09-02,open,1561521,1373286
ACC008913,CUST008913,checking,UGX,2026-03-30,open,1504074,1262424
ACC008914,CUST008914,savings,UGX,2023-07-03,open,2073847,1928857
ACC008915,CUST008915,wallet,UGX,2025-07-07,open,3029149,2915489
ACC008916,CUST008916,savings,UGX,2023-07-18,open,1795221,1648816
ACC008917,CUST008917,wallet,UGX,2023-02-08,open,1288505,961360
ACC008918,CUST008918,merchant,UGX,2023-07-02,open,2022216,1833981
ACC008919,CUST008919,savings,UGX,2024-08-28,open,2551982,2551982
ACC008920,CUST008920,checking,UGX,2023-12-02,open,4007335,3934840
ACC008921,CUST008921,checking,UGX,2024-07-23,frozen,764897,387422
ACC008922,CUST008922,checking,UGX,2024-05-22,open,2723400,2723400
ACC008923,CUST008923,wallet,UGX,2024-10-18,open,2484479,2200329
ACC008924,CUST008924,savings,UGX,2023-08-17,frozen,1678807,1309412
ACC008925,CUST008925,merchant,UGX,2023-12-15,open,3901177,3901177
ACC008926,CUST008926,savings,UGX,2023-02-26,open,3889082,3889082
ACC008927,CUST008927,savings,UGX,2025-10-07,open,4825763,4825763
ACC008928,CUST008928,checking,UGX,2024-08-24,open,2687398,2561908
ACC008929,CUST008929,merchant,UGX,2024-10-19,open,2130080,1960925
ACC008930,CUST008930,wallet,UGX,2023-09-02,frozen,1747863,1482048
ACC008931,CUST008931,wallet,UGX,2024-08-12,open,1898819,1697499
ACC008932,CUST008932,savings,UGX,2023-03-04,open,1154333,924268
ACC008933,CUST008933,wallet,UGX,2026-02-20,open,2492207,2345802
ACC008934,CUST008934,checking,UGX,2024-10-19,open,1664632,1374652
ACC008935,CUST008935,wallet,UGX,2023-09-27,open,3202426,3178261
ACC008936,CUST008936,savings,UGX,2024-10-05,open,2509263,2341943
ACC008937,CUST008937,wallet,UGX,2025-06-04,open,3559661,3538746
ACC008938,CUST008938,checking,UGX,2022-12-24,open,2104913,1820763
ACC008939,CUST008939,checking,UGX,2023-12-19,open,1411337,1160357
ACC008940,CUST008940,savings,UGX,2025-10-24,frozen,1661047,1419397
ACC008941,CUST008941,checking,UGX,2025-01-06,open,3403988,3378823
ACC008942,CUST008942,checking,UGX,2024-10-27,open,3836812,3740152
ACC008943,CUST008943,checking,UGX,2024-06-14,open,3644973,3644973
ACC008944,CUST008944,merchant,UGX,2025-03-25,open,4464290,4464290
ACC008945,CUST008945,savings,UGX,2026-01-29,open,2195172,2195172
ACC008946,CUST008946,wallet,UGX,2025-01-25,open,4103401,4053071
ACC008947,CUST008947,checking,UGX,2023-09-21,open,2892260,2808600
ACC008948,CUST008948,merchant,UGX,2024-02-01,open,2202029,2013794
ACC008949,CUST008949,checking,UGX,2023-08-31,open,2378091,2231686
ACC008950,CUST008950,checking,UGX,2024-07-01,open,1276991,1025341
ACC008951,CUST008951,wallet,UGX,2025-05-01,open,3012717,2970887
ACC008952,CUST008952,savings,UGX,2023-06-28,frozen,2948666,2906836
ACC008953,CUST008953,merchant,UGX,2023-05-10,frozen,1374769,1165619
ACC008954,CUST008954,checking,UGX,2025-11-08,open,2128764,2045104
ACC008955,CUST008955,savings,UGX,2023-10-28,open,2377002,2314257
ACC008956,CUST008956,wallet,UGX,2024-08-29,open,2262105,2044620
ACC008957,CUST008957,checking,UGX,2023-07-20,open,2281397,2112242
ACC008958,CUST008958,merchant,UGX,2023-10-27,frozen,1221466,894321
ACC008959,CUST008959,checking,UGX,2024-06-05,open,3190240,3106580
ACC008960,CUST008960,checking,UGX,2026-01-26,open,1544561,1146751
ACC008961,CUST008961,checking,UGX,2025-01-16,open,1563339,1333274
ACC008962,CUST008962,savings,UGX,2023-05-21,open,2040100,1851865
ACC008963,CUST008963,wallet,UGX,2026-03-03,open,1504428,1135033
ACC008964,CUST008964,savings,UGX,2023-04-19,open,1088745,822930
ACC008965,CUST008965,savings,UGX,2023-01-02,open,3640238,3598408
ACC008966,CUST008966,savings,UGX,2023-06-30,open,3571830,3571830
ACC008967,CUST008967,wallet,UGX,2023-09-11,open,1275632,1003737
ACC008968,CUST008968,checking,UGX,2025-07-23,open,1903581,1676261
ACC008969,CUST008969,savings,UGX,2024-09-16,open,2639694,2494704
ACC008970,CUST008970,merchant,UGX,2025-08-25,open,3554061,3383571
ACC008971,CUST008971,savings,UGX,2023-06-09,open,2962455,2962455
ACC008972,CUST008972,savings,UGX,2025-10-25,open,1666488,1499168
ACC008973,CUST008973,savings,UGX,2024-10-08,open,1251947,899637
ACC008974,CUST008974,checking,UGX,2025-02-23,open,3897678,3897678
ACC008975,CUST008975,wallet,UGX,2023-01-03,frozen,4847189,4847189
ACC008976,CUST008976,merchant,UGX,2026-01-30,open,1229328,957433
ACC008977,CUST008977,wallet,UGX,2026-02-16,open,1973423,1764273
ACC008978,CUST008978,merchant,UGX,2023-07-24,open,1822017,1633782
ACC008979,CUST008979,wallet,UGX,2026-02-16,frozen,812262,519452
ACC008980,CUST008980,merchant,UGX,2023-05-10,open,4871083,4841168
ACC008981,CUST008981,savings,UGX,2024-05-20,open,2262623,2137133
ACC008982,CUST008982,checking,UGX,2024-08-08,open,1742389,1509154
ACC008983,CUST008983,savings,UGX,2024-11-02,frozen,3387312,3387312
ACC008984,CUST008984,wallet,UGX,2024-05-02,open,1263330,900520
ACC008985,CUST008985,wallet,UGX,2025-09-12,open,2844310,2814395
ACC008986,CUST008986,wallet,UGX,2024-11-08,open,2291344,2115189
ACC008987,CUST008987,merchant,UGX,2023-05-20,open,3509460,3405800
ACC008988,CUST008988,merchant,UGX,2023-10-21,open,1714880,1377985
ACC008989,CUST008989,merchant,UGX,2025-02-21,open,1825628,1514648
ACC008990,CUST008990,savings,UGX,2024-10-17,open,861019,458379
ACC008991,CUST008991,merchant,UGX,2025-12-06,open,2344261,2344261
ACC008992,CUST008992,merchant,UGX,2025-03-13,open,2686416,2582756
ACC008993,CUST008993,wallet,UGX,2023-10-26,open,2849843,2849843
ACC008994,CUST008994,savings,UGX,2025-03-31,open,2795830,2692170
ACC008995,CUST008995,checking,UGX,2024-07-17,open,3469653,3318663
ACC008996,CUST008996,merchant,UGX,2025-07-03,open,2134888,2093058
ACC008997,CUST008997,wallet,UGX,2023-05-04,open,3161788,3161788
ACC008998,CUST008998,savings,UGX,2023-09-15,open,912856,575961
ACC008999,CUST008999,wallet,UGX,2023-01-21,open,1495481,1166416
ACC009000,CUST009000,merchant,UGX,2025-11-20,open,1868821,1566841
ACC009001,CUST009001,checking,UGX,2024-08-28,frozen,1492190,1163125
ACC009002,CUST009002,savings,UGX,2025-04-04,open,2138809,2138809
ACC009003,CUST009003,checking,UGX,2025-10-25,open,1945330,1778010
ACC009004,CUST009004,savings,UGX,2025-07-22,open,1392650,1225330
ACC009005,CUST009005,savings,UGX,2024-10-21,frozen,1502623,1191643
ACC009006,CUST009006,checking,UGX,2024-07-09,open,3921589,3846094
ACC009007,CUST009007,savings,UGX,2025-12-14,frozen,1254336,952356
ACC009008,CUST009008,wallet,UGX,2024-05-15,open,1973192,1771872
ACC009009,CUST009009,wallet,UGX,2025-12-19,frozen,3689682,3637852
ACC009010,CUST009010,checking,UGX,2025-06-15,frozen,2827534,2764789
ACC009011,CUST009011,savings,UGX,2023-06-13,open,1976516,1851026
ACC009012,CUST009012,savings,UGX,2023-09-20,open,1171835,782940
ACC009013,CUST009013,checking,UGX,2023-06-01,open,3552481,3448821
ACC009014,CUST009014,merchant,UGX,2025-01-26,open,2156278,2051703
ACC009015,CUST009015,wallet,UGX,2024-08-07,open,2763921,2659346
ACC009016,CUST009016,savings,UGX,2024-03-28,open,2580680,2455190
ACC009017,CUST009017,checking,UGX,2025-10-24,open,1624939,1391704
ACC009018,CUST009018,merchant,UGX,2025-07-28,frozen,3131854,3110939
ACC009019,CUST009019,wallet,UGX,2023-10-01,frozen,2596870,2513210
ACC009020,CUST009020,checking,UGX,2025-09-04,open,742210,470315
ACC009021,CUST009021,checking,UGX,2023-07-07,frozen,1969845,1865270
ACC009022,CUST009022,savings,UGX,2024-05-12,open,3450399,3408569
ACC009023,CUST009023,checking,UGX,2024-05-29,frozen,1709357,1424292
ACC009024,CUST009024,savings,UGX,2024-02-14,frozen,3056000,2926425
ACC009025,CUST009025,checking,UGX,2023-11-15,open,3061811,3061811
ACC009026,CUST009026,wallet,UGX,2023-07-12,open,1215129,862819
ACC009027,CUST009027,merchant,UGX,2024-05-31,open,1329728,1044663
ACC009028,CUST009028,merchant,UGX,2024-09-29,open,4056456,4004626
ACC009029,CUST009029,merchant,UGX,2023-06-24,open,4949542,4859797
ACC009030,CUST009030,merchant,UGX,2024-03-10,open,4038279,3987949
ACC009031,CUST009031,merchant,UGX,2024-03-03,open,3607191,3607191
ACC009032,CUST009032,checking,UGX,2025-01-07,open,3254295,3254295
ACC009033,CUST009033,wallet,UGX,2025-04-02,open,2937520,2877690
ACC009034,CUST009034,wallet,UGX,2023-10-13,open,3223317,3172987
ACC009035,CUST009035,merchant,UGX,2024-04-15,frozen,2931887,2632737
ACC009036,CUST009036,savings,UGX,2025-07-05,frozen,884631,557486
ACC009037,CUST009037,checking,UGX,2025-10-31,open,2067281,1899961
ACC009038,CUST009038,merchant,UGX,2023-12-11,open,3342120,3342120
ACC009039,CUST009039,merchant,UGX,2025-11-08,open,1104451,853471
ACC009040,CUST009040,wallet,UGX,2024-04-15,open,1895533,1506638
ACC009041,CUST009041,savings,UGX,2023-01-31,open,2822544,2822544
ACC009042,CUST009042,merchant,UGX,2025-09-14,open,2713466,2713466
ACC009043,CUST009043,merchant,UGX,2024-02-15,frozen,4993853,4993853
ACC009044,CUST009044,wallet,UGX,2024-01-05,open,3012067,2983652
ACC009045,CUST009045,merchant,UGX,2025-07-04,frozen,2838797,2817882
ACC009046,CUST009046,merchant,UGX,2024-08-19,frozen,2230902,1975167
ACC009047,CUST009047,checking,UGX,2023-01-08,open,971815,720835
ACC009048,CUST009048,checking,UGX,2025-04-27,open,2065525,1809790
ACC009049,CUST009049,checking,UGX,2024-02-01,frozen,2427463,2301973
ACC009050,CUST009050,wallet,UGX,2025-11-29,open,1114830,800685
ACC009051,CUST009051,checking,UGX,2025-12-13,open,3025330,2983500
ACC009052,CUST009052,checking,UGX,2023-06-11,open,1167543,874733
ACC009053,CUST009053,wallet,UGX,2024-09-28,open,1713441,1608866
