alert_id,transaction_id,account_id,alert_date,risk_score,alert_type,alert_status
FRAUD0028850,TXN00035333,ACC009880,2025-05-24,87,large_amount,open
FRAUD0028851,TXN00035334,ACC009881,2024-12-27,20,failed_auth,reviewed
FRAUD0028852,TXN00035336,ACC009881,2024-03-20,89,large_amount,open
FRAUD0028853,TXN00035337,ACC009882,2024-12-19,94,velocity,open
FRAUD0028854,TXN00035338,ACC009882,2024-05-27,44,large_amount,reviewed
FRAUD0028855,TXN00035339,ACC009882,2024-06-28,69,large_amount,reviewed
FRAUD0028856,TXN00035342,ACC009883,2025-10-09,34,large_amount,reviewed
FRAUD0028857,TXN00035343,ACC009771,2024-01-28,91,velocity,open
FRAUD0028858,TXN00035344,ACC009771,2024-06-18,40,large_amount,reviewed
FRAUD0028859,TXN00035345,ACC009771,2024-03-22,96,velocity,open
FRAUD0028860,TXN00035346,ACC009772,2024-08-22,78,large_amount,open
FRAUD0028861,TXN00035347,ACC009772,2025-07-19,28,large_amount,reviewed
FRAUD0028862,TXN00035348,ACC009772,2025-06-14,53,large_amount,reviewed
FRAUD0028863,TXN00035349,ACC009773,2024-04-04,21,large_amount,reviewed
FRAUD0028864,TXN00035351,ACC009773,2024-01-25,87,failed_auth,open
FRAUD0028865,TXN00035352,ACC009774,2025-03-14,49,large_amount,reviewed
FRAUD0028866,TXN00035353,ACC009774,2024-01-07,95,velocity,open
FRAUD0028867,TXN00035354,ACC009774,2024-01-04,71,large_amount,open
FRAUD0028868,TXN00035355,ACC009775,2024-03-12,50,large_amount,reviewed
FRAUD0028869,TXN00035356,ACC009775,2024-09-07,23,large_amount,reviewed
FRAUD0028870,TXN00035358,ACC009776,2025-06-04,59,large_amount,reviewed
FRAUD0028871,TXN00035359,ACC009776,2024-04-23,49,failed_auth,reviewed
FRAUD0028872,TXN00035360,ACC009776,2025-11-27,27,large_amount,reviewed
FRAUD0028873,TXN00035362,ACC009777,2024-01-24,33,large_amount,reviewed
FRAUD0028874,TXN00035363,ACC009777,2024-04-22,95,velocity,open
FRAUD0028875,TXN00035364,ACC009698,2024-12-09,22,large_amount,reviewed
FRAUD0028876,TXN00035365,ACC009698,2025-05-22,77,large_amount,open
FRAUD0028877,TXN00035366,ACC009698,2024-01-25,47,large_amount,reviewed
FRAUD0028878,TXN00035367,ACC009699,2024-02-29,94,velocity,open
FRAUD0028879,TXN00035369,ACC009699,2025-11-10,28,large_amount,reviewed
FRAUD0028880,TXN00035371,ACC009700,2024-07-27,50,large_amount,reviewed
FRAUD0028881,TXN00035372,ACC009700,2025-05-05,95,velocity,open
FRAUD0028882,TXN00035373,ACC009701,2025-05-12,67,large_amount,reviewed
FRAUD0028883,TXN00035374,ACC009701,2025-04-24,98,velocity,open
FRAUD0028884,TXN00035376,ACC006735,2024-07-05,27,large_amount,reviewed
FRAUD0028885,TXN00035378,ACC006735,2024-01-12,90,large_amount,open
FRAUD0028886,TXN00035379,ACC006736,2024-06-11,24,large_amount,reviewed
FRAUD0028887,TXN00035380,ACC006736,2024-12-02,95,velocity,open
FRAUD0028888,TXN00035381,ACC006736,2025-03-31,89,large_amount,open
FRAUD0028889,TXN00035382,ACC006737,2024-02-17,24,large_amount,reviewed
FRAUD0028890,TXN00035383,ACC006737,2024-08-26,46,large_amount,reviewed
FRAUD0028891,TXN00035384,ACC006737,2024-04-28,43,large_amount,reviewed
FRAUD0028892,TXN00035386,ACC006738,2025-01-22,82,large_amount,open
FRAUD0028893,TXN00035387,ACC006738,2024-07-03,51,large_amount,reviewed
FRAUD0028894,TXN00035388,ACC006699,2025-08-11,68,large_amount,reviewed
FRAUD0028895,TXN00035389,ACC006699,2024-09-05,57,large_amount,reviewed
FRAUD0028896,TXN00035390,ACC006699,2024-03-25,28,large_amount,reviewed
FRAUD0028897,TXN00035391,ACC006700,2025-09-24,44,large_amount,reviewed
FRAUD0028898,TXN00035392,ACC006700,2024-06-13,88,large_amount,open
FRAUD0028899,TXN00035394,ACC006701,2025-05-05,94,velocity,open
FRAUD0028900,TXN00035395,ACC006701,2024-02-26,35,large_amount,reviewed
FRAUD0028901,TXN00035398,ACC006702,2025-03-02,28,large_amount,reviewed
FRAUD0028902,TXN00035399,ACC006702,2024-02-28,31,large_amount,reviewed
FRAUD0028903,TXN00035400,ACC006703,2025-03-11,41,large_amount,reviewed
FRAUD0028904,TXN00035401,ACC006703,2025-03-04,34,large_amount,reviewed
FRAUD0028905,TXN00035402,ACC006703,2025-07-29,91,velocity,open
FRAUD0028906,TXN00035404,ACC006883,2025-04-06,50,large_amount,reviewed
FRAUD0028907,TXN00035405,ACC006883,2025-02-26,29,large_amount,reviewed
FRAUD0028908,TXN00035408,ACC006884,2025-02-24,29,large_amount,reviewed
FRAUD0028909,TXN00035409,ACC007049,2024-09-21,61,large_amount,reviewed
FRAUD0028910,TXN00035410,ACC007049,2024-11-01,71,large_amount,open
FRAUD0028911,TXN00035411,ACC007049,2025-08-18,88,failed_auth,open
FRAUD0028912,TXN00035412,ACC007050,2025-07-13,54,large_amount,reviewed
FRAUD0028913,TXN00035414,ACC007050,2025-06-15,85,large_amount,open
FRAUD0028914,TXN00035415,ACC007051,2024-07-13,95,velocity,open
FRAUD0028915,TXN00035416,ACC007051,2024-09-17,96,velocity,open
FRAUD0028916,TXN00035417,ACC007051,2024-04-21,86,failed_auth,open
FRAUD0028917,TXN00035418,ACC007052,2025-05-06,31,large_amount,reviewed
FRAUD0028918,TXN00035420,ACC007052,2025-06-16,58,large_amount,reviewed
FRAUD0028919,TXN00035421,ACC008699,2025-01-11,89,large_amount,open
FRAUD0028920,TXN00035422,ACC008699,2025-02-07,66,failed_auth,reviewed
FRAUD0028921,TXN00035423,ACC008699,2024-03-22,41,large_amount,reviewed
FRAUD0028922,TXN00035424,ACC008700,2024-03-11,37,large_amount,reviewed
FRAUD0028923,TXN00035425,ACC008700,2024-05-17,85,large_amount,open
FRAUD0028924,TXN00035426,ACC008700,2025-06-03,90,large_amount,open
FRAUD0028925,TXN00035427,ACC008701,2025-08-22,75,large_amount,open
FRAUD0028926,TXN00035428,ACC008701,2025-06-08,41,large_amount,reviewed
FRAUD0028927,TXN00035430,ACC008702,2024-09-24,54,large_amount,reviewed
FRAUD0028928,TXN00035431,ACC008702,2025-07-04,78,large_amount,open
FRAUD0028929,TXN00035432,ACC008702,2024-01-10,98,velocity,open
FRAUD0028930,TXN00035433,ACC008703,2024-01-17,51,large_amount,reviewed
FRAUD0028931,TXN00035434,ACC008703,2025-02-01,74,large_amount,open
FRAUD0028932,TXN00035436,ACC008704,2025-06-03,33,large_amount,reviewed
FRAUD0028933,TXN00035437,ACC008704,2024-05-03,86,large_amount,open
FRAUD0028934,TXN00035438,ACC008704,2025-07-11,69,large_amount,reviewed
FRAUD0028935,TXN00035439,ACC008705,2025-04-20,30,failed_auth,reviewed
FRAUD0028936,TXN00035440,ACC008705,2024-08-31,94,velocity,open
FRAUD0028937,TXN00035441,ACC008705,2024-03-11,62,failed_auth,reviewed
FRAUD0028938,TXN00035442,ACC008706,2025-10-23,84,large_amount,open
FRAUD0028939,TXN00035443,ACC008706,2025-07-17,33,large_amount,reviewed
FRAUD0028940,TXN00035444,ACC008706,2025-11-14,69,large_amount,reviewed
FRAUD0028941,TXN00035445,ACC008707,2025-07-13,35,large_amount,reviewed
FRAUD0028942,TXN00035446,ACC008707,2024-10-04,51,large_amount,reviewed
FRAUD0028943,TXN00035447,ACC008707,2025-02-22,89,failed_auth,open
FRAUD0028944,TXN00035448,ACC008708,2025-04-24,46,large_amount,reviewed
FRAUD0028945,TXN00035449,ACC008708,2025-04-19,52,large_amount,reviewed
FRAUD0028946,TXN00035452,ACC008709,2024-11-24,60,large_amount,reviewed
FRAUD0028947,TXN00035454,ACC008710,2025-02-22,51,large_amount,reviewed
FRAUD0028948,TXN00035455,ACC008710,2025-05-08,22,large_amount,reviewed
FRAUD0028949,TXN00035456,ACC008710,2024-02-11,28,large_amount,reviewed
FRAUD0028950,TXN00035457,ACC008711,2024-09-30,24,large_amount,reviewed
FRAUD0028951,TXN00035458,ACC008711,2025-06-22,31,large_amount,reviewed
FRAUD0028952,TXN00035459,ACC008711,2025-07-06,25,large_amount,reviewed
FRAUD0028953,TXN00035460,ACC008712,2025-07-06,37,large_amount,reviewed
FRAUD0028954,TXN00035461,ACC008712,2025-03-18,88,large_amount,open
FRAUD0028955,TXN00035463,ACC008713,2025-08-23,44,large_amount,reviewed
FRAUD0028956,TXN00035464,ACC008713,2025-02-11,91,velocity,open
FRAUD0028957,TXN00035465,ACC008713,2025-03-14,44,large_amount,reviewed
FRAUD0028958,TXN00035466,ACC008714,2024-03-15,75,failed_auth,open
FRAUD0028959,TXN00035467,ACC008714,2025-01-09,93,velocity,open
FRAUD0028960,TXN00035468,ACC008714,2024-02-29,20,large_amount,reviewed
FRAUD0028961,TXN00035469,ACC008715,2025-05-26,27,large_amount,reviewed
FRAUD0028962,TXN00035470,ACC008715,2025-01-27,71,large_amount,open
FRAUD0028963,TXN00035471,ACC008715,2024-02-23,21,large_amount,reviewed
FRAUD0028964,TXN00035472,ACC008716,2025-07-13,38,large_amount,reviewed
FRAUD0028965,TXN00035473,ACC008716,2024-03-07,75,large_amount,open
FRAUD0028966,TXN00035474,ACC008716,2024-03-08,34,large_amount,reviewed
FRAUD0028967,TXN00035475,ACC008717,2025-03-22,95,velocity,open
FRAUD0028968,TXN00035476,ACC008717,2025-01-11,68,large_amount,reviewed
FRAUD0028969,TXN00035477,ACC008717,2025-02-15,66,large_amount,reviewed
FRAUD0028970,TXN00035478,ACC008718,2024-05-13,36,large_amount,reviewed
FRAUD0028971,TXN00035479,ACC008718,2025-06-18,55,large_amount,reviewed
FRAUD0028972,TXN00035480,ACC008718,2025-02-24,34,large_amount,reviewed
FRAUD0028973,TXN00035481,ACC008719,2024-04-09,89,large_amount,open
FRAUD0028974,TXN00035482,ACC008719,2025-11-11,94,velocity,open
FRAUD0028975,TXN00035484,ACC008720,2024-07-27,91,velocity,open
FRAUD0028976,TXN00035485,ACC008720,2024-07-09,66,large_amount,reviewed
FRAUD0028977,TXN00035489,ACC008721,2025-10-23,91,velocity,open
FRAUD0028978,TXN00035490,ACC008850,2025-04-08,80,failed_auth,open
FRAUD0028979,TXN00035491,ACC008850,2025-03-13,89,large_amount,open
FRAUD0028980,TXN00035492,ACC008850,2025-06-04,32,large_amount,reviewed
FRAUD0028981,TXN00035493,ACC008851,2025-06-28,57,large_amount,reviewed
FRAUD0028982,TXN00035495,ACC008851,2024-04-23,95,velocity,open
FRAUD0028983,TXN00035496,ACC008852,2025-08-25,54,large_amount,reviewed
FRAUD0028984,TXN00035497,ACC008852,2024-03-06,20,large_amount,reviewed
FRAUD0028985,TXN00035498,ACC008852,2025-09-13,45,large_amount,reviewed
FRAUD0028986,TXN00035499,ACC008853,2024-08-03,48,large_amount,reviewed
FRAUD0028987,TXN00035500,ACC008853,2025-09-13,41,large_amount,reviewed
FRAUD0028988,TXN00035502,ACC008854,2024-11-17,62,failed_auth,reviewed
FRAUD0028989,TXN00035503,ACC008854,2024-01-17,87,large_amount,open
FRAUD0028990,TXN00035505,ACC008855,2025-04-11,73,large_amount,open
FRAUD0028991,TXN00035506,ACC008855,2025-04-20,38,large_amount,reviewed
FRAUD0028992,TXN00035507,ACC008855,2025-01-16,85,large_amount,open
FRAUD0028993,TXN00035508,ACC008856,2025-07-14,95,velocity,open
FRAUD0028994,TXN00035510,ACC008856,2024-12-09,97,velocity,open
FRAUD0028995,TXN00035511,ACC008857,2025-08-08,86,large_amount,open
FRAUD0028996,TXN00035512,ACC008857,2025-05-28,35,large_amount,reviewed
FRAUD0028997,TXN00035513,ACC008857,2025-08-07,87,large_amount,open
FRAUD0028998,TXN00035514,ACC008858,2025-03-04,95,velocity,open
FRAUD0028999,TXN00035515,ACC008858,2025-02-20,91,velocity,open
FRAUD0029000,TXN00035516,ACC008858,2024-10-11,82,large_amount,open
FRAUD0029001,TXN00035517,ACC008859,2024-02-23,22,large_amount,reviewed
FRAUD0029002,TXN00035518,ACC008859,2025-07-20,35,large_amount,reviewed
FRAUD0029003,TXN00035519,ACC008859,2025-07-14,52,large_amount,reviewed
FRAUD0029004,TXN00035520,ACC008860,2024-03-28,35,large_amount,reviewed
FRAUD0029005,TXN00035521,ACC008860,2024-06-08,41,large_amount,reviewed
FRAUD0029006,TXN00035522,ACC008860,2025-08-01,49,large_amount,reviewed
FRAUD0029007,TXN00035523,ACC008861,2025-02-06,26,large_amount,reviewed
FRAUD0029008,TXN00035524,ACC008861,2024-09-28,28,large_amount,reviewed
FRAUD0029009,TXN00035525,ACC008861,2025-07-16,29,large_amount,reviewed
FRAUD0029010,TXN00035526,ACC008862,2024-10-10,42,large_amount,reviewed
FRAUD0029011,TXN00035527,ACC008862,2025-01-24,31,failed_auth,reviewed
FRAUD0029012,TXN00035528,ACC008862,2025-11-22,76,large_amount,open
FRAUD0029013,TXN00035530,ACC008863,2025-06-14,83,large_amount,open
FRAUD0029014,TXN00035533,ACC008864,2025-09-09,88,large_amount,open
FRAUD0029015,TXN00035534,ACC008864,2025-03-21,65,failed_auth,reviewed
FRAUD0029016,TXN00035535,ACC008865,2025-07-03,95,velocity,open
FRAUD0029017,TXN00035536,ACC008865,2024-11-29,57,large_amount,reviewed
FRAUD0029018,TXN00035537,ACC008865,2024-12-18,94,velocity,open
FRAUD0029019,TXN00035538,ACC008866,2025-03-23,98,velocity,open
FRAUD0029020,TXN00035539,ACC008866,2025-01-30,92,velocity,open
FRAUD0029021,TXN00035540,ACC008866,2025-07-02,79,large_amount,open
FRAUD0029022,TXN00035541,ACC008867,2024-02-09,56,large_amount,reviewed
FRAUD0029023,TXN00035542,ACC008867,2024-01-17,23,large_amount,reviewed
FRAUD0029024,TXN00035543,ACC008867,2024-10-24,28,large_amount,reviewed
FRAUD0029025,TXN00035544,ACC008572,2025-09-06,25,large_amount,reviewed
FRAUD0029026,TXN00035545,ACC008572,2024-08-21,20,large_amount,reviewed
FRAUD0029027,TXN00035546,ACC008572,2024-10-09,38,large_amount,reviewed
FRAUD0029028,TXN00035547,ACC008573,2024-09-27,59,large_amount,reviewed
FRAUD0029029,TXN00035548,ACC008573,2025-10-06,96,velocity,open
FRAUD0029030,TXN00035550,ACC008574,2024-12-15,72,large_amount,open
FRAUD0029031,TXN00035551,ACC008574,2024-04-26,64,large_amount,reviewed
FRAUD0029032,TXN00035552,ACC008574,2025-08-22,61,large_amount,reviewed
FRAUD0029033,TXN00035553,ACC008575,2025-04-30,45,large_amount,reviewed
FRAUD0029034,TXN00035554,ACC008575,2024-01-13,40,large_amount,reviewed
FRAUD0029035,TXN00035555,ACC008575,2024-01-07,94,velocity,open
FRAUD0029036,TXN00035556,ACC008576,2024-06-15,90,large_amount,open
FRAUD0029037,TXN00035557,ACC008576,2025-08-29,96,velocity,open
FRAUD0029038,TXN00035558,ACC008576,2025-01-09,51,failed_auth,reviewed
FRAUD0029039,TXN00035559,ACC008577,2025-10-02,41,large_amount,reviewed
FRAUD0029040,TXN00035560,ACC008577,2024-12-08,87,large_amount,open
FRAUD0029041,TXN00035561,ACC008577,2025-09-10,61,failed_auth,reviewed
FRAUD0029042,TXN00035562,ACC008578,2025-03-30,94,velocity,open
FRAUD0029043,TXN00035563,ACC008578,2024-05-07,29,large_amount,reviewed
FRAUD0029044,TXN00035564,ACC008578,2025-02-18,84,large_amount,open
FRAUD0029045,TXN00035565,ACC008579,2025-07-17,63,large_amount,reviewed
FRAUD0029046,TXN00035566,ACC008579,2025-07-24,35,large_amount,reviewed
FRAUD0029047,TXN00035567,ACC008579,2024-08-22,38,large_amount,reviewed
FRAUD0029048,TXN00035568,ACC008580,2025-02-18,85,large_amount,open
FRAUD0029049,TXN00035569,ACC008580,2025-04-14,69,large_amount,reviewed
FRAUD0029050,TXN00035570,ACC008580,2025-10-27,94,velocity,open
FRAUD0029051,TXN00035571,ACC008581,2025-08-09,68,large_amount,reviewed
FRAUD0029052,TXN00035572,ACC008581,2025-08-21,90,large_amount,open
FRAUD0029053,TXN00035573,ACC008581,2024-12-14,62,large_amount,reviewed
FRAUD0029054,TXN00035574,ACC008582,2024-01-01,57,large_amount,reviewed
FRAUD0029055,TXN00035575,ACC008582,2024-03-07,95,velocity,open
FRAUD0029056,TXN00035576,ACC008582,2024-09-08,52,large_amount,reviewed
FRAUD0029057,TXN00035577,ACC008583,2024-01-02,82,large_amount,open
FRAUD0029058,TXN00035578,ACC008583,2025-08-13,92,velocity,open
FRAUD0029059,TXN00035581,ACC008584,2025-03-02,81,failed_auth,open
FRAUD0029060,TXN00035584,ACC008585,2024-11-15,80,large_amount,open
FRAUD0029061,TXN00035587,ACC008586,2025-11-22,33,large_amount,reviewed
FRAUD0029062,TXN00035588,ACC008586,2025-09-11,98,velocity,open
FRAUD0029063,TXN00035589,ACC008587,2024-11-26,73,failed_auth,open
FRAUD0029064,TXN00035590,ACC008587,2025-08-23,72,large_amount,open
FRAUD0029065,TXN00035591,ACC008587,2024-05-07,72,large_amount,open
FRAUD0029066,TXN00035592,ACC008588,2024-11-05,30,large_amount,reviewed
FRAUD0029067,TXN00035593,ACC008588,2024-09-25,57,large_amount,reviewed
FRAUD0029068,TXN00035595,ACC005147,2024-02-24,78,large_amount,open
FRAUD0029069,TXN00035596,ACC005147,2024-10-22,73,large_amount,open
FRAUD0029070,TXN00035598,ACC005069,2024-06-06,54,large_amount,reviewed
FRAUD0029071,TXN00035599,ACC005069,2025-01-23,86,large_amount,open
FRAUD0029072,TXN00035600,ACC005069,2025-10-04,29,failed_auth,reviewed
FRAUD0029073,TXN00035601,ACC007710,2025-09-13,73,large_amount,open
FRAUD0029074,TXN00035602,ACC007710,2024-02-29,58,large_amount,reviewed
FRAUD0029075,TXN00035603,ACC007710,2024-11-21,49,large_amount,reviewed
FRAUD0029076,TXN00035605,ACC007721,2024-04-08,24,large_amount,reviewed
FRAUD0029077,TXN00035606,ACC007721,2024-02-19,42,large_amount,reviewed
FRAUD0029078,TXN00035607,ACC007722,2024-01-03,34,large_amount,reviewed
FRAUD0029079,TXN00035608,ACC007722,2025-09-16,98,velocity,open
FRAUD0029080,TXN00035609,ACC007722,2025-08-22,20,large_amount,reviewed
FRAUD0029081,TXN00035610,ACC007735,2024-08-11,92,velocity,open
FRAUD0029082,TXN00035611,ACC007735,2025-05-18,92,velocity,open
FRAUD0029083,TXN00035612,ACC007735,2024-07-20,98,velocity,open
FRAUD0029084,TXN00035613,ACC007736,2025-09-20,79,large_amount,open
FRAUD0029085,TXN00035614,ACC007736,2024-08-19,60,large_amount,reviewed
FRAUD0029086,TXN00035615,ACC007736,2025-04-16,57,large_amount,reviewed
FRAUD0029087,TXN00035617,ACC007758,2025-11-16,93,velocity,open
FRAUD0029088,TXN00035618,ACC007758,2024-02-27,51,large_amount,reviewed
FRAUD0029089,TXN00035619,ACC007748,2024-01-09,93,velocity,open
FRAUD0029090,TXN00035620,ACC007748,2024-09-29,78,large_amount,open
FRAUD0029091,TXN00035621,ACC007748,2025-02-28,80,large_amount,open
FRAUD0029092,TXN00035623,ACC007884,2024-07-29,65,large_amount,reviewed
FRAUD0029093,TXN00035624,ACC007884,2025-03-18,93,velocity,open
FRAUD0029094,TXN00035625,ACC007885,2025-09-21,66,large_amount,reviewed
FRAUD0029095,TXN00035626,ACC007885,2024-05-07,58,large_amount,reviewed
FRAUD0029096,TXN00035627,ACC007885,2025-04-14,85,large_amount,open
FRAUD0029097,TXN00035628,ACC005393,2024-01-28,24,large_amount,reviewed
FRAUD0029098,TXN00035629,ACC005393,2024-08-11,84,large_amount,open
FRAUD0029099,TXN00035630,ACC005393,2025-06-14,89,failed_auth,open
FRAUD0029100,TXN00035631,ACC005394,2024-12-31,89,large_amount,open
FRAUD0029101,TXN00035632,ACC005394,2024-03-27,25,large_amount,reviewed
FRAUD0029102,TXN00035635,ACC005839,2024-05-31,63,large_amount,reviewed
FRAUD0029103,TXN00035636,ACC005839,2025-06-24,48,failed_auth,reviewed
FRAUD0029104,TXN00035637,ACC005840,2025-08-23,33,large_amount,reviewed
FRAUD0029105,TXN00035638,ACC005840,2025-06-18,37,large_amount,reviewed
FRAUD0029106,TXN00035640,ACC005841,2025-10-05,70,large_amount,reviewed
FRAUD0029107,TXN00035641,ACC005841,2025-05-04,64,large_amount,reviewed
FRAUD0029108,TXN00035642,ACC005841,2025-08-20,34,large_amount,reviewed
FRAUD0029109,TXN00035644,ACC005842,2024-01-29,25,failed_auth,reviewed
FRAUD0029110,TXN00035645,ACC005842,2025-04-09,65,large_amount,reviewed
FRAUD0029111,TXN00035646,ACC009960,2025-05-11,60,large_amount,reviewed
FRAUD0029112,TXN00035649,ACC009939,2024-12-21,86,large_amount,open
FRAUD0029113,TXN00035651,ACC009939,2025-06-02,62,large_amount,reviewed
FRAUD0029114,TXN00035652,ACC009940,2024-12-27,63,large_amount,reviewed
FRAUD0029115,TXN00035653,ACC009940,2024-01-11,45,failed_auth,reviewed
FRAUD0029116,TXN00035654,ACC009940,2025-02-25,46,large_amount,reviewed
FRAUD0029117,TXN00035655,ACC009976,2025-05-19,90,large_amount,open
FRAUD0029118,TXN00035657,ACC009976,2025-11-05,91,velocity,open
FRAUD0029119,TXN00035659,ACC009977,2024-04-02,100,velocity,open
FRAUD0029120,TXN00035660,ACC009977,2025-04-25,50,large_amount,reviewed
FRAUD0029121,TXN00035661,ACC006906,2025-04-19,83,large_amount,open
FRAUD0029122,TXN00035662,ACC006906,2024-10-05,66,large_amount,reviewed
FRAUD0029123,TXN00035663,ACC006906,2024-09-16,30,large_amount,reviewed
FRAUD0029124,TXN00035665,ACC006907,2024-09-05,62,large_amount,reviewed
FRAUD0029125,TXN00035666,ACC006907,2024-11-04,67,large_amount,reviewed
FRAUD0029126,TXN00035668,ACC006908,2024-04-09,94,velocity,open
FRAUD0029127,TXN00035669,ACC006908,2024-04-09,67,large_amount,reviewed
FRAUD0029128,TXN00035670,ACC007075,2024-07-19,80,large_amount,open
FRAUD0029129,TXN00035673,ACC007076,2024-06-08,100,velocity,open
FRAUD0029130,TXN00035674,ACC007076,2025-04-20,29,large_amount,reviewed
FRAUD0029131,TXN00035675,ACC007076,2025-02-24,97,velocity,open
FRAUD0029132,TXN00035676,ACC007077,2024-12-12,28,large_amount,reviewed
FRAUD0029133,TXN00035677,ACC007077,2025-09-19,72,large_amount,open
FRAUD0029134,TXN00035678,ACC007077,2025-11-21,45,large_amount,reviewed
FRAUD0029135,TXN00035679,ACC007078,2024-11-20,55,large_amount,reviewed
FRAUD0029136,TXN00035680,ACC007078,2025-02-05,20,large_amount,reviewed
FRAUD0029137,TXN00035681,ACC007078,2025-01-15,82,large_amount,open
FRAUD0029138,TXN00035682,ACC007079,2024-08-10,33,large_amount,reviewed
FRAUD0029139,TXN00035683,ACC007079,2024-05-12,48,large_amount,reviewed
FRAUD0029140,TXN00035686,ACC005054,2024-02-18,99,velocity,open
FRAUD0029141,TXN00035688,ACC005056,2024-02-19,80,large_amount,open
FRAUD0029142,TXN00035690,ACC005058,2025-07-21,58,large_amount,reviewed
FRAUD0029143,TXN00035694,ACC007595,2025-01-16,84,large_amount,open
FRAUD0029144,TXN00035697,ACC007476,2025-06-07,96,velocity,open
FRAUD0029145,TXN00035698,ACC007477,2024-10-27,52,large_amount,reviewed
FRAUD0029146,TXN00035699,ACC007478,2024-01-16,55,large_amount,reviewed
FRAUD0029147,TXN00035700,ACC007418,2024-12-17,21,large_amount,reviewed
FRAUD0029148,TXN00035701,ACC007419,2025-09-01,43,large_amount,reviewed
FRAUD0029149,TXN00035703,ACC007421,2024-12-20,85,large_amount,open
FRAUD0029150,TXN00035704,ACC007422,2024-11-07,58,large_amount,reviewed
FRAUD0029151,TXN00035705,ACC007423,2025-11-10,49,large_amount,reviewed
FRAUD0029152,TXN00035707,ACC007366,2025-07-09,24,large_amount,reviewed
FRAUD0029153,TXN00035708,ACC007367,2025-05-26,68,large_amount,reviewed
FRAUD0029154,TXN00035710,ACC006204,2024-10-11,87,large_amount,open
FRAUD0029155,TXN00035711,ACC006205,2024-07-11,91,velocity,open
FRAUD0029156,TXN00035712,ACC006206,2024-09-07,55,large_amount,reviewed
FRAUD0029157,TXN00035713,ACC006207,2024-11-25,98,velocity,open
FRAUD0029158,TXN00035716,ACC006135,2025-05-13,87,failed_auth,open
FRAUD0029159,TXN00035717,ACC006136,2025-01-02,44,large_amount,reviewed
FRAUD0029160,TXN00035718,ACC006058,2024-09-25,64,large_amount,reviewed
FRAUD0029161,TXN00035719,ACC006059,2024-07-07,93,velocity,open
FRAUD0029162,TXN00035720,ACC006060,2025-09-18,27,large_amount,reviewed
FRAUD0029163,TXN00035721,ACC006061,2025-10-16,22,large_amount,reviewed
FRAUD0029164,TXN00035722,ACC006062,2025-06-11,36,large_amount,reviewed
FRAUD0029165,TXN00035723,ACC006063,2024-09-23,20,large_amount,reviewed
FRAUD0029166,TXN00035724,ACC006064,2025-05-02,90,large_amount,open
FRAUD0029167,TXN00035725,ACC007853,2024-10-27,92,velocity,open
FRAUD0029168,TXN00035726,ACC007854,2024-12-15,52,large_amount,reviewed
FRAUD0029169,TXN00035727,ACC007855,2024-02-16,46,large_amount,reviewed
FRAUD0029170,TXN00035730,ACC007805,2025-09-24,92,velocity,open
FRAUD0029171,TXN00035732,ACC007807,2024-09-24,68,large_amount,reviewed
FRAUD0029172,TXN00035733,ACC007808,2024-12-11,27,large_amount,reviewed
FRAUD0029173,TXN00035734,ACC007809,2024-04-03,85,large_amount,open
FRAUD0029174,TXN00035735,ACC005198,2025-09-27,64,large_amount,reviewed
FRAUD0029175,TXN00035736,ACC005199,2024-01-22,27,large_amount,reviewed
FRAUD0029176,TXN00035738,ACC005303,2024-04-13,87,large_amount,open
FRAUD0029177,TXN00035739,ACC005304,2024-01-09,81,large_amount,open
FRAUD0029178,TXN00035740,ACC005248,2024-08-07,74,large_amount,open
FRAUD0029179,TXN00035741,ACC005249,2025-04-29,92,velocity,open
FRAUD0029180,TXN00035742,ACC005250,2025-02-17,90,large_amount,open
FRAUD0029181,TXN00035744,ACC005252,2025-11-07,37,failed_auth,reviewed
FRAUD0029182,TXN00035745,ACC005510,2024-04-06,90,failed_auth,open
FRAUD0029183,TXN00035746,ACC005511,2025-07-11,48,large_amount,reviewed
FRAUD0029184,TXN00035747,ACC005512,2024-01-08,43,large_amount,reviewed
FRAUD0029185,TXN00035748,ACC005513,2024-11-16,22,large_amount,reviewed
FRAUD0029186,TXN00035750,ACC005452,2025-02-25,99,velocity,open
FRAUD0029187,TXN00035752,ACC005454,2024-07-06,38,large_amount,reviewed
FRAUD0029188,TXN00035753,ACC005566,2024-06-12,83,large_amount,open
FRAUD0029189,TXN00035754,ACC005567,2024-01-10,42,large_amount,reviewed
FRAUD0029190,TXN00035755,ACC005568,2025-07-04,71,large_amount,open
FRAUD0029191,TXN00035756,ACC005569,2024-10-30,72,failed_auth,open
FRAUD0029192,TXN00035757,ACC005570,2024-01-22,90,large_amount,open
FRAUD0029193,TXN00035758,ACC005571,2024-05-19,23,failed_auth,reviewed
FRAUD0029194,TXN00035759,ACC005572,2025-02-08,100,velocity,open
FRAUD0029195,TXN00035760,ACC005958,2024-01-06,94,velocity,open
FRAUD0029196,TXN00035761,ACC005959,2024-05-03,75,large_amount,open
FRAUD0029197,TXN00035762,ACC005960,2025-01-14,46,large_amount,reviewed
FRAUD0029198,TXN00035763,ACC005961,2025-11-21,98,velocity,open
FRAUD0029199,TXN00035764,ACC005898,2024-10-12,76,large_amount,open
FRAUD0029200,TXN00035765,ACC005899,2024-05-02,87,failed_auth,open
FRAUD0029201,TXN00035766,ACC005900,2024-10-02,61,large_amount,reviewed
